id,title,date,master,production,category,cast,notes,format,tags,url,encora,niceDate
,Cats,2002-05-11,Unknown,West End,video,"Chrissie Hammond (Grizabella), Junix Inocian (Old Deuteronomy), Gareth Snook (Gus), Alexis Owen Hobbs (Bombalurina), Jack Rebaldi (Munkustrap), John Partridge (Rum Tum Tugger), Barbara King (Demeter), Tiffany Graves (Cassandra), Ross Finnie (Skimbleshanks), Gareth Snook (Bustopher Jones), Adrian Edmeades (Mungojerrie), Lynsey Britton (Rumpleteazer), Louisa Shaw (Jellylorum), Susie Fenwick (Jennyanydots), Ben Tyrrell (Mr. Mistoffelees), Kenny Linden (Macavity), Chris Jarvis (Alonzo), Gareth Snook (Growltiger), Robert Foley (Bill Bailey), Kenny Linden (Admetus), Robert Foley (Tumblebrutus), Jye Frasca (Carbucketty), Caroline Bagnall (Jemima), Julie Carlton (Electra), Matthew Atwell (Victor), Helen Harper (Tantomile), Sorrell Thomas (Victoria), Oliver Tydman (Coricopat), Sarah Jane Honeywell (Etcetera)",,,,MEGA,1000862,"May 11, 2002"
,Cats,2002-05-01,Unknown,West End,audio,"Chrissie Hammond (Grizabella), Junix Inocian (Old Deuteronomy), Jack Rebaldi (Munkustrap), John Partridge (Rum Tum Tugger), Ben Tyrrell (Mr. Mistoffelees)",,,,MEGA,13556,"May 1, 2002"
,Cats,2002-04-29,Unknown,West End,audio,"Barbara King (u/s Grizabella), Gareth Snook (Gus), Alexis Owen Hobbs (Bombalurina), Jack Rebaldi (Munkustrap), John Partridge (Rum Tum Tugger), Ross Finnie (Skimbleshanks), Gareth Snook (Bustopher Jones), Adrian Edmeades (Mungojerrie), Lynsey Britton (Rumpleteazer), Louisa Shaw (Jellylorum), Susie Fenwick (Jennyanydots), Ben Tyrrell (Mr. Mistoffelees), Gareth Snook (Growltiger), Caroline Bagnall (Jemima), Louisa Shaw (Griddlebone)",,,,MEGA,22397,"Apr 29, 2002"
,Cats,2002-04-13,Unknown,West End,audio,"Chrissie Hammond (Grizabella), Junix Inocian (Old Deuteronomy), Gareth Snook (Gus), Jack Rebaldi (Munkustrap), John Partridge (Rum Tum Tugger), Barbara King (Demeter), Ross Finnie (Skimbleshanks), Gareth Snook (Bustopher Jones), Adrian Edmeades (Mungojerrie), Lynsey Britton (Rumpleteazer), Ben Tyrrell (Mr. Mistoffelees), Kenny Linden (Macavity), Gareth Snook (Growltiger), Kenny Linden (Admetus)",,,,MEGA,32383,"Apr 13, 2002"
,Starlight Express,2002-01-12,Unknown,West End,video,"Mark McGee (Rusty), Jo Gibb (Pearl), Dustin Dubreuil (Greaseball), Chris Copeland (Electra), Trevor Michael Georges (Poppa), Helen Latham (Dinah), Amy Field (Buffy), Lucie Fentum (Ashley), Dale Branston (Dustin), Ross Dawes (Flat Top), Scott Murtaugh (Rocky 1), Leo Bidwell (Rocky 2), Algernon Williams (Rocky 3), Craig Scott (Ruhrgold), Richard Twyman (s/w Espresso), Mark Oxtoby (Turnov), Richard Woodford (Bobo), Paul Ramsay (Nintendo), Martin Neely (Prince of Wales), Emma Dodd (Joule), Louise Jones (Volta), Kate Alexander (Wrench), Todd Talbot (Purse), Richard Ray-Allen (Krupp)",,,,MEGA,17871,"Jan 12, 2002"
,Cats,2002-01-01,soundboard,Berlin,audio,"Cornelia Drese (Grizabella), Anton Rattinger (Old Deuteronomy), Jeff Shankley (Gus), Sabine Hettlich (Bombalurina), Jack Rebaldi (Munkustrap), John Partridge (Rum Tum Tugger), Lada Kummer (Demeter), Constanze Möricke (Cassandra), Uli Scherbel (Skimbleshanks), Jeff Shankley (Bustopher Jones), Markus Giess (Mungojerrie), Roimata Templeton (Rumpleteazer), Tersia Potgieter (Jellylorum), Nadja Solovieva (Jennyanydots), Ben Tyrrell (Mr. Mistoffelees), Gido Schimanski (Macavity), Zoltan Adok (Alonzo), Jeff Shankley (Growltiger), Scott Owen (Bill Bailey), Gido Schimanski (Admetus), Scott Owen (Tumblebrutus), Leah Delos Santos (Sillabub), Mark John Richardson (Pouncival), Tiziana Doneda (Electra), Gido Schimanski (Plato), Jeff Shankley (Asparagus), Karin Sang (Tantomile), Zoltan Adok (Rumpus Cat), Bridie Rack (Victoria), Sanny J. Roumimper (Coricopat)",,,,MEGA,1002028,"Jan 1, 2002"
,Cats,2001-10-10,Unknown,Stuttgart,audio,"Roimata Templeton (Grizabella), Brian Bowley (Old Deuteronomy), Kelly Robertson (Gus), Melanie Phillipson (Bombalurina), Adrian Becker (Munkustrap), Fabrizio Romagnoli (Rum Tum Tugger), Tanja Meier (Demeter), Christine Haaga (Cassandra), Anthony Kirwan (Skimbleshanks), Kelly Robertson (Bustopher Jones), Marc Leslie (Mungojerrie), Kristi Mancini (Rumpleteazer), Wiebke Wötzel (Jellylorum), Tersia Potgieter (Jennyanydots), Jiminez Sanchez (Mr. Mistoffelees), Leighton Morrison (Macavity), David Boyd (Alonzo), Kelly Robertson (Growltiger), Emma King (Sillabub), Andrea Casati (Pouncival), Leighton Morrison (Plato), Nikki Dyer (Tantomile), Nicole Thomas (Victoria), Andrew Millar (Coricopat)",,,,MEGA,1004366,"Oct 10, 2001"
,The Rocky Horror Show,2001-08-24,Unknown,First Broadway Revival,video,"James Stovall (u/s Dr. Frank-N-Furter), Alice Ripley (Janet Weiss), Jarrod Emick (Brad Majors), Aiko Nakasone (u/s Magenta), Kristen Lee Kelly (Columbia), Mark Price (Riff Raff), Lea DeLaria (Eddie), Lea DeLaria (Dr. Scott), John Jeffrey Martin (u/s Rocky), Dick Cavett (The Narrator), Aiko Nakasone (u/s Usherette), Kristen Lee Kelly (Usherette)",,,,MEGA,32335,"Aug 24, 2001"
,Starlight Express,2001-08-07,Unknown,"Bochum, Germany",video,"Rommel Singson (Rusty), Rachael Wooding (u/s Pearl), Matthew Wing (u/s Greaseball), Anthony Frazer (u/s Electra), Lothair Eaton (Poppa), Mairi Cowieson (Dinah), Amy Jenkins (u/s Dinah), Louise Perez (u/s Buffy), Toni Timmins (u/s Ashley), Oliver Thornton (Caboose), Ken Nelson (Dustin)",,,,MEGA,1113244,"Aug 7, 2001"
,Sweeney Todd: The Demon Barber of Fleet Street,2001-07-01,pro-shot,San Francisco Symphony Concert,video,"George Hearn (Sweeney Todd), Patti LuPone (Mrs. Lovett), Davis Gaines (Anthony Hope), Lisa Vroman (Johanna), Timothy Nolen (Judge Turpin), Neil Patrick Harris (Tobias Ragg), John Aler (Beadle Bamford), Victoria Clark (Beggar Woman)",,"There's two versions circulating. One is sourced from the DVD, the other is sourced from the Blu-Ray. The Blu-Ray is unfortunately stretched and also not native 1080p; upscaled.",,MEGA,28930,"Jul 1, 2001"
,Cats,2001-05-01,Unknown,West End,audio,"Chrissie Hammond (Grizabella), Mark McKerracher (Old Deuteronomy), Gareth Snook (Gus), Julie Barnes (Bombalurina), David Ashley (Munkustrap), Tom Lucas (Rum Tum Tugger), Barbara King (Demeter), Candice Evans (Cassandra), Ross Finnie (Skimbleshanks), Gareth Snook (Bustopher Jones), Matthew Cross (Mungojerrie), Marilyn Wulff (Rumpleteazer), Rebecca Lock (Jellylorum), Kerry Washington (Jennyanydots), Campbell McKenzie (Mr. Mistoffelees), Philip Michael (Macavity), Sebastian Rose (Alonzo), Gareth Snook (Growltiger), Nick Crossley (Bill Bailey), Philip Michael (Admetus), Nick Crossley (Tumblebrutus), Mark John Richardson (Carbucketty), Lindsey Wise (Jemima), Julie Carlton (Electra), Rachel Mooney (Tantomile), Emma Kerslake (Victoria), Chris Houston (Coricopat)",,,,MEGA,7440,"May 1, 2001"
,Jesus Christ Superstar,2001-04-26,Unknown,UK and European Tour (2001),audio,"Arvid Larsen (Jesus Christ), Mark O'Malley (Judas Iscariot), Cat Simmons (Mary Magdalene), Alex Lycke (Peter), Hugh Maynard (Simon Zealotes), Hadrian Delacey (King Herod)",,,,MEGA,32747,"Apr 26, 2001"
,"I Love You, You're Perfect, Now Change",2001-03-27,pro-shot,"Madrid, Spain",video,"Silvia Marsó (Ensemble), Carmen Conesa (Ensemble), Miguel del Arco (Ensemble), Karmele Aranburo (Ensemble), Israel Elejalde (Ensemble), Victor Ullate Roche (Ensemble)",,,,MEGA,1131600,"Mar 27, 2001"
,Cats,2001-03-22,Unknown,Japan,audio,"Yasuko Sakamoto (Grizabella), Kenzo Ishii (Old Deuteronomy), Tomomi Hayashishita (Bombalurina), Shoichi Fukui (Munkustrap), キム スンラ Kim Sungrak (Rum Tum Tugger), Ai Masumoto (Demeter), 井藤湊香 Mika Ito (Cassandra), Ryota Suzuki (Skimbleshanks), Toshihide Mura (Bustopher Jones), 趙宇 Zhao Yu (Mungojerrie), Sachiyo Matsunaga (Rumpleteazer), 木村花代 Hanayo Kimura (Jellylorum), Yoshiko Hattori (Jennyanydots), Keiji Kato (Mr. Mistoffelees), 赤瀬賢二 Kenji Akase (Macavity), Toshihide Mura (Growltiger), Rui Imizu 井水 類 (Tumblebrutus), Katsunori Miyake (Carbucketty), 王飛 Wang Fei (Jemima), 山内桜子 Sakurako Yamauchi (Sillabub), 木村花代 Hanayo Kimura (Griddlebone), Toshihide Mura (Asparagus), Emi Takakura (Tantomile), Hitoshi Tsuji (Rumpus Cat), Kanako Sakata (Victoria), 徐元博 Xu Yuanbo (Coricopat), 萩原隆匡 Takamasa Hagiwara (Gilbert)",,,,MEGA,1130128,"Mar 22, 2001"
,Cats,2001-01-01,Unknown,West End,audio,"Chrissie Hammond (Grizabella), David Ashley (Munkustrap), John Partridge (Rum Tum Tugger)",,,,MEGA,1125794,"Jan 1, 2001"
,Jekyll and Hyde (Wildhorn),2001-01-01,pro-shot,"Fuengirola, Spain",video,"Paco Arrojo (Dr. Henry Jekyll), Paco Arrojo (Edward Hyde), Lorena Calero (Lucy Harris), María José Oquendo (Emma Carew), Enrique Sequero (Gabriel John Utterson), Miguel Angel Gamero (Simon Stride), Edu del Prado (Spider), María José Oquendo (Lisa Carew), Edu del Prado (Sir Archibald Proops)",,,,MEGA,21793,"Jan 1, 2001"
,Starlight Express,2001-01-01,Unknown,West End,audio,"Mark McGee (Rusty), Paul Baker (Rusty), Paul Whitaker (u/s Rusty), Jo Gibb (Pearl), Shelley Meredith (Pearl), Claudia Bradley (Pearl), Dustin Dubreuil (Greaseball), Nigel Casey (Greaseball), Tony Rouse (Greaseball), Richard Mylan (Electra), Richard Woodford (u/s Electra), Craig Cameron (u/s Electra), Lon Satton (Poppa), Attlee Baptiste (u/s Poppa), Trevor Michael Georges (Poppa), Caron Cardelle (Dinah), Helen Latham (Dinah), Gael Johnson (Buffy), Emma Dodd (u/s Buffy), Nikki Belsher (u/s Buffy), Samantha Lane (Ashley), Lucie Fentum (Ashley), Dawn Buckland (u/s Ashley), Dale Branston (Dustin)",,,,MEGA,15589,"Jan 1, 2001"
,Putting it Together,2000-02-20,pro-shot,Broadway,video,"George Hearn (The Husband), Carol Burnett (The Wife), John Barrowman (The Younger Man), Ruthie Henshall (The Younger Woman), Bronson Pinchot (The Observer)",,,,MEGA,24800,"Feb 20, 2000"
,Beauty and the Beast (Disney),2000-01-01,Unknown,Madrid,video,"Geraldine Larrosa (Belle), Carlos Marín (Beast), Lisardo Guarinos (Gaston), Miguel de Grandy (Maurice), German Torres (Lumière), David Venancio Muro (Cogsworth), Kirby Navarro (Mrs. Potts), Victor Ullate Roche (Le Fou)",,,,MEGA,30458,"Jan 1, 2000"
,Cats,2000-01-01,Unknown,Japan,video,"Kenzo Ishii (Old Deuteronomy), Shoichi Fukui (Munkustrap), Yuka Takizawa (Demeter), Koji Tomita (Cassandra), Hitoshi Tsuzi (Mungojerrie), Shinobu Aikawa (Rumpleteazer), Chie Inoue (Jellylorum), Yoko Ishi (Jennyanydots), Masashi Kikuchi (Carbucketty), Kazue Haruhara (Jemima), Eliko Mulata (Sillabub), Emi Takakura (Tantomile), Kyoko Sato (Victoria)",,,,MEGA,26858,"Jan 1, 2000"
,Cats,2000-01-01,pro-shot,Korea,video,"최주희 Choi Joo-hee (Grizabella), 김법래 Kim Pub-lae (Old Deuteronomy), 김신의 Kim Shin Eui (Bombalurina), 임춘길 Im Choon-gil (Munkustrap), 황정민 Hwang Jung-min (Rum Tum Tugger), 김미혜 Kim Mi-hye (Demeter), 김옥희 Kim Ok-hee (Cassandra), 김현우 Kim Hyun-woo (Skimbleshanks), 최효상 Choi Hyo-sang (Bustopher Jones), 김상윤 Kim Sang-yoon (Mungojerrie), 김현동 Kim Hyun-dong (Rumpleteazer), 추정화 Chu Jeong-hwa (Jellylorum), 류수화 Ryu Soo-hwa (Jennyanydots), 손민호 Sohn Min-ho (Mr. Mistoffelees), 김형묵 Kim Hyung-mook (Macavity), 김홍식 Kim Hong-shik (Alonzo), 신진철 Shin Jin-cheol (Tumblebrutus), 이미선 Lee Mi-seon (Sillabub), 이종서 Lee Jong-seo (Pouncival), 김지영 Kim Ji-young (Electra), 김현영 Kim Hyun-young (Victoria), 이은석 Lee Eun-seok (Coricopat), 김신의 Kim Shin Eui (Etcetera)",,ASF,,MEGA,1000671,"Jan 1, 2000"
,Cats,1999-10-01,pro-shot,Italy,video,"Isa Dall'olio (Grizabella), Howard Ray (Old Deuteronomy), Pierluigi Andreotti (Gus), Elena Metni (Bombalurina), Michele Dalpozzo (Munkustrap), Andre De La Roche (Rum Tum Tugger), Luca Brunazzi (Demeter), Salvatore Ardiri (Skimbleshanks), Pierluigi Andreotti (Bustopher Jones), Gabriele Appolloni (Mungojerrie), Rosaria Lo Conte (Rumpleteazer), Elisa Baisi (Jellylorum), Claudia Bosco (Jennyanydots), Luigi Celani (Mr. Mistoffelees), Andre De La Roche (Macavity), Pierluigi Andreotti (Growltiger), Andre De La Roche (Admetus), Elisa Calzolari (Carbucketty), Paola Taglioni (Jemima), Annarita Chiarati (Electra), Alessia Passari (Victoria), Alessandra Lorenzi (Coricopat), Sara Lorenzini (Etcetera)",,,,MEGA,29877,"Oct 1, 1999"
,RENT,1999-09-05,Unknown,Angel Tour,audio,"Trey Ellett (Mark Cohen), Dean Balkwill (Roger Davis), Sharon Leal (Mimi Márquez), Erin Keaney (Maureen Johnson), Mark Leroy Jackson (Tom Collins), Shaun Earl (Angel Dumott Schunard), Brian M. Love (Benjamin Coffin III), Kamilah Martin (Joanne Jefferson), Cheri Smith (Alexi Darling), Alan Mingo Jr. (Mr. Jefferson), Robin Walker (Mrs. Jefferson), Kristen McDonald (Mrs. Cohen), Christian Anderson (Gordon), Evan D'Angeles (Paul), Lambert Moss (Steve), Robin Walker (Seasons of Love Soloist #1), Alan Mingo Jr. (Seasons of Love Soloist #2)",,,,MEGA,1005780,"Sep 5, 1999"
,Cats,1999-08-21,Unknown,Hamburg,video,"Julia Howson (Grizabella), Werner Kraus (Old Deuteronomy), Lachlan Youngberg (Gus), Donna Hagan (Bombalurina), Matthew Pike (Munkustrap), Siegmar Tonk (Rum Tum Tugger), Juliann Kuchocki (Demeter), Marie Dumas (Cassandra), Japheth Myers (Skimbleshanks), Lachlan Youngberg (Bustopher Jones), Deon Ridley (Mungojerrie), Adrianne Richards (Rumpleteazer), Marni Raab (Jellylorum), Nadja Solovieva (Jennyanydots), Clinten Pearce (Mr. Mistoffelees), Sean McGrath (Macavity), Stefano Bontempi (Alonzo), Lachlan Youngberg (Growltiger), Daymon Montaigne Jones (Bill Bailey), Sean McGrath (Admetus), Daymon Montaigne Jones (Tumblebrutus), Tracey Packham (Sillabub), Damian Kacperski (Pouncival), Angela Roczkov (Tantomile), Rebecca Sutherland (Victoria), Valentino McKinney (Coricopat)",,,,MEGA,1000669,"Aug 21, 1999"
,Jesus Christ Superstar,1999-07-28,Unknown,UK and European Tour (1998-2000),video,"William Byrne (Jesus Christ), Ben Goddard (Judas Iscariot), Hazel Fernandes (Mary Magdalene), Fred Johanson (Pontius Pilate)",,,,MEGA,1005122,"Jul 28, 1999"
,The Lion King,1999-07-03,house-cam,"Tokyo, Japan",video,"Kenji Sakamoto (Simba), Ao Shimomura (Scar), Tadashi Hayakawa (Mufasa), Yayoi Aoyama (Rafiki), Megumi Hamada (Nala), Shingo Akedo (Zazu), Toru Nakajima (Timon), Atom Kobayashi (Pumbaa), Tomoko Iemoto (Shenzi), Takashi Otsuka (Banzai), Akira Hasegawa (Ed), Ayaka Ito (Young Nala), Naoto Kaiho (Young Simba)",,,,MEGA,32876,"Jul 3, 1999"
,Jesus Christ Superstar,1998-12-01,Unknown,"Nyack, NY",video,"Billy Porter (Jesus Christ), Drew Sarich (Judas Iscariot), Emily Skinner (Mary Magdalene), Robert Aronson (Pontius Pilate), Nathan Lee Graham (King Herod)",,,,MEGA,19269,"Dec 1, 1998"
,Cats,1998-09-01,Unknown,Fourth US National Tour,audio,Natalie Toro (Grizabella),,,,MEGA,1127112,"Sep 1, 1998"
,Concerts (Miscellaneous),1998-06-01,pro-shot,"Hey, Mr. Producer",video,"Tee Jaye Jenkins (Performer), Millicent Martin (Performer), David Kernan (Performer), Ruthie Henshall (Performer), Judi Dench (Performer), Tom Lehrer (Performer), Hal Fowler (Performer), Elaine Paige (Performer), Philip Quast (Performer), Adam Searles (Performer), Joanna Riding (Performer), Trent Armand Kendall (Performer), Monroe Kent III (Performer), Jason Pennycooke (Performer), Maria Charles (Performer), Richard D. Sharp (Performer), Stephen Sondheim (Performer), Andrew Lloyd Webber (Performer), Faruma Williams (Performer), Sonia Swaby (Performer), Tal Landsman (Performer), Liz Robertson (Performer), Jonathan Pryce (Performer), John Barrowman (Performer), Ellen Greene (Performer), Julian Lloyd Webber (Performer), Bernadette Peters (Performer), Russ Abbot (Performer), David Campbell (Performer), Maria Friedman (Performer), Lea Salonga (Performer), Lisa Vroman (Performer), Colm Wilkinson (Performer), Michael Ball (Performer), Julia McKenzie (Performer), Hugh Jackman (Performer), Julie Andrews (Host)",,VOB+smalls,,MEGA,1110789,"Jun 1, 1998"
,Cats,1998-02-28,Unknown,Fourth US National Tour,audio,"Natalie Toro (Grizabella), Jeannie Albot (Bombalurina), Jason Gillman (Munkustrap), Andy Karl (Rum Tum Tugger), Amy Hannel (Demeter), Jeff Lagace (Mungojerrie), Michelle Tibbits (Rumpleteazer), Brian Barry (Mr. Mistoffelees), Taylor Wicker (Macavity), Taylor Wicker (Admetus), Christie McCall (Jemima)",13 files.,WMA (tracked) - 76 MB,,MEGA,8496,"Feb 28, 1998"
,Cats,1998-01-01,pro-shot,Japan,video,"Yasuko Sakamoto (Grizabella), Kenzo Ishii (Old Deuteronomy), Tomomi Hayashishita (Bombalurina), Kiyomichi Shiba (Munkustrap), Jun Sawaki (Rum Tum Tugger), Satoko Takahashi (Demeter), Michiko Matsubara (Cassandra), Kenji Sakamoto (Skimbleshanks), Toshihide Mura (Bustopher Jones), Kiyoshi Yoshida (Mungojerrie), Sachiyo Matsunaga (Rumpleteazer), Megumi Hamada (Jellylorum), Yoshiko Hattori (Jennyanydots), Keiji Kato (Mr. Mistoffelees), Yuji Aoyama (Macavity), Toshihide Mura (Growltiger), Shoichi Fukui (Tumblebrutus), Katsunori Miyake (Carbucketty), Yoshimi Yamazaki (Jemima), Chie Inoue (Sillabub), Megumi Hamada (Griddlebone), Toshihide Mura (Asparagus), Nobuko Kudo (Tantomile), Hitoshi Tsuji (Rumpus Cat), Kanako Sakata (Victoria), Akihiro Hanebuchi (Coricopat), Koichi Chiba (Gilbert)",,,,MEGA,1004344,"Jan 1, 1998"
,Tanz der Vampire,1997-10-04,pro-shot,Vienna,video,"Steve Barton (Graf von Krolock), Cornelia Zenz (Sarah), Aris Sas (Alfred), Gernot Kranner (Professor Abronsius), James Sbano (Chagal), Eva Maria Marold (Magda), Nik Breidenbach (Herbert von Krolock), Anne Welte (Rebecca), Torsten Flach (Koukol), Máté Kamarás (Gesangssolist), Philip Ranson (Weißer Vampir)",,,,MEGA,1114279,"Oct 4, 1997"
,Starlight Express,1997-09-30,Unknown,"Bochum, Germany",audio,"Paul Whitaker (Rusty), Nina Pressing (Pearl), Drue Williams (Greaseball), Luke Baxter (Electra), Keith Wilson (Poppa), Rachel Slater (Dinah), Kapa Kitchen (Caboose)",,,,MEGA,1118655,"Sep 30, 1997"
,Starlight Express,1996-09-08,pro-shot,Las Vegas,video,"Greg Ellis (Rusty), Dawn Marie Church (Pearl), Ron DeVito (Greaseball), Lothair Eaton (Poppa), Rachelle Rak (Ashley)",,,,MEGA,33498,"Sep 8, 1996"
,The Phantom of the Opera (Andrew Lloyd Webber),1996-04-13,house-cam,Japanese Tour,video,"Toshihide Mura (The Phantom of the Opera), Kyōko Suzuki (Christine Daaé), Daisuke Yanase (Raoul de Chagny)",,,,MEGA,30310,"Apr 13, 1996"
,Cats,1996-04-02,Unknown,West End,audio,"Rosemarie Ford (Grizabella), John Rownsley (Old Deuteronomy), Vanessa Leagh-Hicks (Bombalurina), David Malek (Munkustrap), Richard Lloyd-King (Rum Tum Tugger), Michele Hooper (Demeter), Christian Storm (u/s Mungojerrie), Zoe Smith (Rumpleteazer), Thomas Pathon (Mr. Mistoffelees)",,,,MEGA,6048,"Apr 2, 1996"
,Cats,1996-03-30,Unknown,Hamburg,audio,"Nancy Leach (u/s Grizabella), Cedric D Cannon (Old Deuteronomy), Charlie Serrano (u/s Gus), Kirsty Sparks (u/s Bombalurina), Michael Knese (Munkustrap), Dustin Dubreuil (u/s Rum Tum Tugger), Michelle Lukes (Demeter), Japheth Myers (u/s Skimbleshanks), Charlie Serrano (u/s Bustopher Jones), Eddie Otero (Mungojerrie), Tobi Harris (Rumpleteazer), Monika Jones (u/s Jellylorum), Noelle Player (Jennyanydots), Charlie Serrano (u/s Growltiger), Christie McCall (u/s Sillabub), Monika Jones (u/s Griddlebone)",,,,MEGA,1119240,"Mar 30, 1996"
,Cats,1996-01-01,Unknown,"Antwerp, Belgium (1996)",audio,"Hilde Norma (Grizabella), Lauren van Gulik (Old Deuteronomy), Brigitte Derks (Bombalurina), Jacob-Jan de Graaf (Munkustrap), Frank Hoelen (Rum Tum Tugger), Suzanne Heyne (Demeter), Carolien Canters (Cassandra), Stefan Hamblok (Skimbleshanks), Marco Vermie (Bustopher Jones), Marco Krämer (Mungojerrie), Eleonora Talamini (Rumpleteazer), Kristien Coenen (Jellylorum), An Lauwereins (Jennyanydots), Clifford Stein (Mr. Mistoffelees), Peter van Dosselaer (Macavity), Veerle Casteleyn (Sillabub), Inge Bouwens (Victoria)",,,,MEGA,1004365,"Jan 1, 1996"
,West Side Story,1996-01-01,pro-shot,Barcelona,video,"Lorenzo Moncloa (Tony), Alba Quezada (Maria), Victor Ullate Roche (Riff), Marta Ribera (Anita), Fedor de Pablos (Bernardo)",,,,MEGA,11833,"Jan 1, 1996"
,Cats,1995-08-10,Unknown,Euro Tour (1994),audio,"Pia Douwes (Grizabella), David Kelso (Old Deuteronomy), Marco Vermie (Gus), Joanie O'Neill (Bombalurina), Matthew Jessner (Munkustrap), Martin Girouard (Rum Tum Tugger), Nicky Forsyth (Demeter), Paul A. Brown (Skimbleshanks), Marco Vermie (Bustopher Jones), Honor Hill (Jellylorum), Shana Mahoney (Jennyanydots), Marco Vermie (Growltiger), Sara Ann Smolen (Jemima), Shana Mahoney (Griddlebone)",,,,MEGA,1119239,"Aug 10, 1995"
,Cats,1995-06-24,Unknown,Euro Tour (1994),audio,"Summer Rognlie (u/s Grizabella), David Kelso (Old Deuteronomy), Claus Dam (Gus), Joanne O'Neill (Bombalurina), Matthew Jessner (Munkustrap), Martin Girouard (Rum Tum Tugger), Nicky Forsyth (Demeter), Claus Dam (Bustopher Jones), Honor Hill (Jellylorum), Shana Mahoney (Jennyanydots), Claus Dam (Growltiger), Shana Mahoney (Griddlebone)",,,,MEGA,1119238,"Jun 24, 1995"
,Cats,1995-05-21,Unknown,Hamburg,video,"Vivian Michaelsen (u/s Grizabella), Cedric D Cannon (Old Deuteronomy), Bradley Davey (u/s Gus), Marie Bergenholtz (Bombalurina), Michael Knese (Munkustrap), Dustin Debreuil (u/s Rum Tum Tugger), Michelle Lukes (Demeter), Julia Kajtar-Hayes (u/s Cassandra), Japheth Myers (u/s Skimbleshanks), Bradley Davey (u/s Bustopher Jones), Michael Giacobbe (u/s Mungojerrie), Louise Dominy (u/s Rumpleteazer), Heather Lea-Brown (Jellylorum), Noelle Player (Jennyanydots), Sean Hayes (u/s Mr. Mistoffelees), Derrik Harris (Macavity), Nik Bacon (u/s Alonzo), Bradley Davey (u/s Growltiger), Jason R Dalton (Bill Bailey), Derrik Harris (Admetus), Jason R Dalton (Tumblebrutus), Kristi Mancini (Sillabub), Cary Doug Chennell (u/s Pouncival), Lynette Tompkins (Tantomile), Lucy Potter (Victoria), Steffen Mähr (Coricopat)",,,,MEGA,1000670,"May 21, 1995"
